id,price,rank,url
1249,0.7,398,https://magiceden.io/item-details/A2mdBZMawNRX7Lip1tn4hXv5Hvs11zCTJoSmDdg6CbEG
1131,0.7,117,https://magiceden.io/item-details/CiEvJhBui6wJPw25egPBZvXyYy5ahq98CHqDSHj2BdZA
950,0.7,440,https://magiceden.io/item-details/8UtwABasYuP26B4GF9kLnE3C6H29EG1ieMzM8mjJXvQd
93,0.7,595,https://magiceden.io/item-details/9VsXcbPzSNAQCuErsnELKjaEf5iUdiCDAZcrkUvvkYZo
573,0.75,1198,https://magiceden.io/item-details/GNVeDmyE1tnhUiWX3GkCkDm81ZGvRfjnCebSvr3uAcVE
547,0.75,1105,https://magiceden.io/item-details/FmhwXZghiparRwpFrRxHFy56d838rkDsj9VHq4bY2WrZ
241,0.75,513,https://magiceden.io/item-details/BXzpPzyEqKrBAahzCtjhrnimYP32cY7AncqtMD8ExXNn
1057,0.75,642,https://magiceden.io/item-details/emcsDcxa7Ram8wyYnUAUv4UdcZXLw1j5smR1bK9btnD
1190,0.75,654,https://magiceden.io/item-details/4J451PHRWRvg48p1HxSzMdJuYuHiQWLZ45mdBVBKivTQ
100,0.8,79,https://magiceden.io/item-details/58pJfUmZ4omXGcnJMhMm6SuqVe4VMZ86ej9UaXEoHvYB
499,0.88,634,https://magiceden.io/item-details/HpwHfQETDytTxoVw882swMdWzjunojZYe3hrDkUsebq9
471,0.88,1020,https://magiceden.io/item-details/L941h88MskUtTHF8VR3vpbGonSTnZ686UP4o6tQT41g
294,0.89,308,https://magiceden.io/item-details/Hq2zwv25UZZa5FxygfeJ76NbfQKkPSaFibmPtF5u7GYn
541,0.91,943,https://magiceden.io/item-details/B8NjGXN7vqQB48GT6i4TQiThKuVqufLZWPiQq4u8F8Ph
1209,0.95,1043,https://magiceden.io/item-details/H5zkXJCqbsuGKHX8FF1e2Ls2T18nARKEbRFEpHgck17z
993,0.95,339,https://magiceden.io/item-details/F95MdeAV24Q52NaFry1janimdcuEpezu7KJmA1bcYfvB
908,0.969,81,https://magiceden.io/item-details/Fa9kHT3h6ZkNzw46qkVKgcSpj7TRS5jhAS34EiMd2ZyZ
735,0.98,803,https://magiceden.io/item-details/DgH7coWi5BP6BrwLzcdPSqJ9G7Bno8qHMCQaXv3MBf7h
1203,1,71,https://magiceden.io/item-details/6JMUp9iNnbRKiwzq9tcqNtkvFMzechwf2PPJnZ6GVyj4
530,1,866,https://magiceden.io/item-details/4Mrh1rNthmL6TcyHVTpX9PjyFsC1DhX8G5wFy3WmiA43
101,1,39,https://magiceden.io/item-details/4FcwybDk5Z78QkQYKNt7zayKMobcVdkJxsnihoYy2UJY
546,1,212,https://magiceden.io/item-details/G6L3rjYo7G82tLUYgvDUE4Y2hnHvCohZoJq4NNNDMKLq
689,1,569,https://magiceden.io/item-details/BtFsZvLfjhnEwV6NytHDb1n1N8D9Fm2Ds5gJjhioPfcM
56,1,123,https://magiceden.io/item-details/EsbBaYkELTzXF1zAyUY24ZFGD6Qk3VqW2A6UZL6YmpLS
1309,1,528,https://magiceden.io/item-details/6y77e98q8RWKGyX1c3qW1g8V1jPgNFtcw7LN1ExmjqAd
513,1,457,https://magiceden.io/item-details/6Trz87Zj6JbJc6KYPiXwiBVKkziLUP7LxsqKrS8m4eUk
990,1,617,https://magiceden.io/item-details/JVaxLGZQMhA2bNtoruNFZKy4bG1G7LtwfsAHWuRcf8P
1165,1,169,https://magiceden.io/item-details/9Dh3WFaLTR7sSG2dqr5BHtZs5ztPM9QhAjNGw3LzpiHg
426,1,307,https://magiceden.io/item-details/4seVDByvYwNZ8sJ27NP5AwupzR5c48MS5urLLWLWZhdJ
1328,1,1132,https://magiceden.io/item-details/Cm142BAGrauSSS7dMnurTkK26HFPz3FFuJ4kRoBtStGe
538,1,231,https://magiceden.io/item-details/4Ps59ZDG8TSeK1RxXXNbuM3rDyz8af6VW2H3tezchwFJ
1193,1,1267,https://magiceden.io/item-details/GychiK9aSbKmar5SKHPjvY3ukJUu2HGbZh4UxWan8xbc
1211,1,321,https://magiceden.io/item-details/5CcjVqgVgcBJ5uhi9cVKLwgAiNbjSeRC8E4HdTQnm5Pa
1247,1,218,https://magiceden.io/item-details/3xG88Wv2sHvLsJZ559ftTrL2cjt3mRzFVouHyYvpdnpm
1016,1,1235,https://magiceden.io/item-details/DusxRF2h2wepsYRjFUDXeVTQ9wbQN41kXyq78aY9f2FX
1115,1.1,42,https://magiceden.io/item-details/HjF36gLNN6EdAPTJ1sXZomCASZmpAzb1utFeeUVwNN5x
651,1.1,1140,https://magiceden.io/item-details/CxhBryvcb5v4ED91qT3ZajNwQgocZbWK7L5QeGNJzcaq
288,1.1,115,https://magiceden.io/item-details/ChzGFAX9ou1VRYCLWSDvsSmz5LehpNanHoFfJCTgzdcM
295,1.1,20,https://magiceden.io/item-details/Wum2yTCAiguR4Xjs5z9KN9sUPCHNRKdt4D3D8bnjbfu
215,1.2,241,https://magiceden.io/item-details/3nM7qbqPhEeK4QtfrCgbNFE27T1T7vvRn2qzTkmdJ7Ss
1312,1.4,179,https://magiceden.io/item-details/8ndfrZpwqe4vkiH5kcrUGCNREMsawhmjBdZiQdWHGENW
759,1.44,170,https://magiceden.io/item-details/7o5E4xazv6Q9gZndK4vada5f6FZzfdM2CTMqHBzvqQXR
666,1.45,25,https://magiceden.io/item-details/2V8TovFGAXX8rkaBktqpUeZeiGJMjDz3VjRLqo1RpmRH
589,1.5,723,https://magiceden.io/item-details/DUL2okjv6wrkax1yfCJau7S9oaFdviLc3FeEV1VArJne
1055,1.5,157,https://magiceden.io/item-details/4CgHnZDvvVcoCGwor2g7kjY1ANKC2A5gizkupxTqnqa5
702,1.5,103,https://magiceden.io/item-details/29P5BX8To7ArKm9fREQa4DVt3Nn3tSW5Rw32DwvZ7jzZ
668,1.5,893,https://magiceden.io/item-details/8TrPipo8R5mDhAe2xFtuYQBuqnbzMZQRCnUnacAtb8dE
995,1.69,76,https://magiceden.io/item-details/3iYDRocBrrZpZEw3X5qSZuAV5bTVQDduxovhUEy6sc8m
84,1.69,1063,https://magiceden.io/item-details/DZ99fYw34YsCFyB1YxYtukJWNXfadTqb4LQ8pamG9Bwd
346,1.7,1041,https://magiceden.io/item-details/DX3g3wgSUQAEFRRFkhaHfyhyTENmiJAQBmCyj4QKojv5
271,1.99,864,https://magiceden.io/item-details/13YgR8xvnPWM5hrJVoAA8ieim2kh9uFwQqKYezQRdJYv
981,2,903,https://magiceden.io/item-details/H13dtwUCD9deW5XYbXG7Q57mgRBy1DCV49mr1Tm928ZY
1060,2,125,https://magiceden.io/item-details/5hGDTYyTiGkeahkv9zK6mCQExWyWE6o5YxfLNjFyk9sc
716,2,812,https://magiceden.io/item-details/5F6XjeFygaYJ5pp34qsFTRadQMyDDhA5DfqC1fZ84w4n
237,2,1323,https://magiceden.io/item-details/GAG2Ls8u6F7McTviJP1US72UZjzoVfPruh2eWBMSN1za
694,2,28,https://magiceden.io/item-details/6vtmuV2bgjSxR7QhJxxYhaN6GN79y6uwFK8rtB9eMVkw
10,2,946,https://magiceden.io/item-details/2bXomKQqpg63NQADWHVFPLFjinLPCsLyxpKhSj9hTVor
777,2,669,https://magiceden.io/item-details/2p2tz9rt9iNNE7c6gkL2SRcpGkZhfQgFfYcNH9gMUahG
405,2,309,https://magiceden.io/item-details/ArGPcnSZ27ryCJqeBLdwjgPS6SdFc8nPoaJ2vnrYZKtb
751,2.22,520,https://magiceden.io/item-details/3kiioGrA9GuXtVKHhCD8HCBhzaVmU7X7sb2ntb6rb9Q8
423,2.3,918,https://magiceden.io/item-details/Czs8Ub6dBc1NiCXfYWmYvkqJbzzc6XjLS6VzQ6XW7pVC
32,2.4,1206,https://magiceden.io/item-details/ACnWKzYmpUZB3aDU7bPzKgkH8PHVKG9wkyo3Z2oEs1Ce
407,2.5,1053,https://magiceden.io/item-details/8wNv6F8x4CSmwoRXZdb4qNErQKXvXcGHFWQqGwEsX1aE
129,2.5,865,https://magiceden.io/item-details/8EhdGnTZkG4gUepudotQqRcpMAJEp6Fk2ps2MWV4Dw6u
807,2.69,177,https://magiceden.io/item-details/3qkwszapw6BuHpBJNSRyfX6NuquqGi59DxGeXz25hGhv
99,2.9,906,https://magiceden.io/item-details/CUkLDTk4RRGJxRD7wF8dtzBGa674RsRaR2Fr4UppuYAb
374,2.99,904,https://magiceden.io/item-details/9UuFijv4xoKtK59nhZTJSXkvEFHFS4YVkNYhMoexW1As
532,3,1232,https://magiceden.io/item-details/HUf4sDQDXNDAT7p3be4R4Zfo257Ycdsr5j6VLEoUx4Nh
454,3,1011,https://magiceden.io/item-details/8KvSc9SMay3C2SbqRsA6uBbV9Uc2ZyiC3E99Cvqfb2pb
843,3,95,https://magiceden.io/item-details/8TzbDJKHNGAge3X88FtuBCZQLye5DR4fmG7m1KyHcALK
730,3,901,https://magiceden.io/item-details/UuFMguPyK1ypd9wMMW7VYdz13NbMcD817C59AWgGU7T
286,3,1091,https://magiceden.io/item-details/uFLaeVsJCoMwvVkkUoS7zEBGLaWyh4hJCfbpn1GPdJF
917,3,62,https://magiceden.io/item-details/4G5xkhmZaqrcUTrh7LpQs43J4592QDV4eDs4TKuV8e58
336,3,365,https://magiceden.io/item-details/d6JdxzKBB7CJdRuz7ErTR4BQHs23p3PU4WmRLfcjxoH
1020,3.7,87,https://magiceden.io/item-details/2QiMxwx9rG7trnTxs9g7vRNA5LWf9sxk7LcrhTP7fgUx
209,4,753,https://magiceden.io/item-details/9k1bt9riuy2hCQJbtpkX97fSFMWNYv1134FskkbuuvfX
1108,4,1058,https://magiceden.io/item-details/7WLLSkYB6orpUCC7TrZP6smCTSXzWe68YbY3pynsw73c
770,5,572,https://magiceden.io/item-details/93mLYJ6HtCTvqt5uoprK8VDJpVhuPZxECU6xqGk7pcog
542,5,301,https://magiceden.io/item-details/2wsHerS4pv36Uk7uuiVXZ6U8JfNjY8WkpF6TH2bUiDqy
601,5,10,https://magiceden.io/item-details/7hmD2DvatWBxBx8R4rFEZRu7WgbAyoTMTBgDFdKHMKmT
692,5,296,https://magiceden.io/item-details/EA5EdjLeAv6bUU6gszpHNjkDmZAzvMQHt6ZbDP2cfbNT
1009,5,478,https://magiceden.io/item-details/8usYfgJzxVSd26qdgXjJYFVZDLEkgRigcB1uz42KCPRu
1007,5,787,https://magiceden.io/item-details/4p43cYVmsEqPD96AtHrNY6DNrbL5BZpjauVBmqeG2Hze
500,5,8,https://magiceden.io/item-details/A9bPCBKA2tSBjoYeBU8AAPcty9zDKyjZ1oNwkFnR8pYo
363,5,686,https://magiceden.io/item-details/AWniCULP5QEyqhYJWwiiRCAAHXdnj7YvZMWLHofyAkxi
409,5,325,https://magiceden.io/item-details/DS94VCL4igpRZE9TNWgD6nJcCjuSziGGZLdjt3xGzu1f
325,5,434,https://magiceden.io/item-details/BbaVHoLgF1jzVmYWNgajbX5zyC2bAigCJMzmHNThWtYJ
91,5,375,https://magiceden.io/item-details/3LF3ZWCNGzK432FT6tEzneyN6ugMxnZpbkfipWrWrNUs
709,5,45,https://magiceden.io/item-details/Gx66YDpGUXiZAE665qD86V2TuM8a3UdeSvD9GisbZ1Ra
854,6.9,1269,https://magiceden.io/item-details/4UVH9HabmvCyF233ZQfgdmU4yfd16AtXwESHj1mdjXHe
1222,7,541,https://magiceden.io/item-details/Bp3fRi5Ti7VmNb6uJcTCcYKRTLuBoE2DgRSQwAr7D6hp
66,7.99,11,https://magiceden.io/item-details/6nDqFPdB491VLzNp1CY3AbzA1f8CVdCtMQstnt1BXGDp
1080,8,130,https://magiceden.io/item-details/7HUBPuyi7SW5jkoGMFqGA9mwmqFcb8KMj5FZwng1hd2P
549,8.888,70,https://magiceden.io/item-details/5smvY9srN4mB2GbeaSynvWycsYgK2WDix62LRhnrW5tL
536,10,597,https://magiceden.io/item-details/5vdCKUaAvcwMtnJhpyBhMjGrzNNCGqc4YmuDxRYSbNLj
9,10.2,,https://magiceden.io/item-details/81nVbTvqfB2vktWdnz9LzaS1grEeLzFZhw4ENNzK4v1h
81,10.31,636,https://magiceden.io/item-details/H8fmLWNfUNnWtsvbNVdsug4nBiUBRAaQ3BQir84FTYQk
811,12,48,https://magiceden.io/item-details/GNwTjirYF5ReP11KENJxqndpGVidaVA1FzZEpSgtvWxQ
673,12,21,https://magiceden.io/item-details/EM2oAG5DiZtyr6TCe3Fh3vvGrvfRLhfp7v8UbChPRwSA
33,15,6,https://magiceden.io/item-details/Axt8JfxmPamEyhmgHzQkEQ5oufv7eob7xG5CgYoFfmWd
98,40,80,https://magiceden.io/item-details/DdjGUFfAsoziruJ3kn24mgKqRgq1wkVjZsGn3Xu2xqmm
1004,45,147,https://magiceden.io/item-details/7pj6SAzDmCs9mXNuiX5ijwgHZNvdxhuv4jSLXAaU1tCW
71,50,210,https://magiceden.io/item-details/ELq57p6J2GuAiDaosk2TvH4etrpbBt7Z8KVyJud2xCCq
1291,50,106,https://magiceden.io/item-details/Fxh2HYAhDqt6ErZS3yVxdvQ4BCHyF8YnF5UqsRLS9wry
1,99,,https://magiceden.io/item-details/GzxgW5unAyp1BTq18vH5ZdZs74B6w2xL7Us675hanecB
